City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
692,Samarai,PG,-10.6167,150.6667,80.73,77,100,7.27,overcast clouds
693,Hoquiam,US,46.9809,-123.8893,53.44,67,0,0.0,clear sky
694,Avera,US,33.194,-82.5271,42.71,26,0,12.95,clear sky
695,Brokopondo,SR,4.75,-55.1667,78.12,77,72,8.5,broken clouds
696,Rawah,IQ,34.4816,41.9093,45.23,71,3,6.2,clear sky
697,Srandakan,ID,-7.9386,110.2506,77.18,88,100,3.89,overcast clouds
698,Moose Factory,CA,51.2585,-80.6094,-0.4,71,0,3.44,clear sky
699,Vao,NC,-22.6667,167.4833,78.87,87,88,12.88,moderate rain
700,Sioux Lookout,CA,50.1001,-91.917,10.78,79,100,6.91,overcast clouds
701,Camocim,BR,-2.9022,-40.8411,77.59,82,99,9.66,light rain
702,Anloga,GH,5.7947,0.8973,80.42,81,90,5.73,overcast clouds
703,Diamantino,BR,-14.4086,-56.4461,74.03,94,100,3.53,overcast clouds
704,Harper,LR,4.375,-7.7169,79.88,87,68,6.51,broken clouds
705,Alugan,PH,12.2188,125.4808,76.55,92,44,5.55,scattered clouds
706,Isetskoye,RU,56.4858,65.3226,7.86,93,100,3.96,overcast clouds
707,Cordoba,AR,-31.4135,-64.1811,82.6,53,20,8.05,few clouds
708,Bedesa,ET,8.9,40.7833,59.11,52,37,4.92,scattered clouds
709,Karratha,AU,-20.7377,116.8463,81.14,62,82,14.56,light rain
710,Quarai,BR,-30.3875,-56.4514,87.17,21,0,13.0,clear sky
711,Bayji,IQ,34.9311,43.487,46.45,69,30,1.83,scattered clouds
712,Liuzhou,CN,24.3126,109.3892,38.77,80,3,8.72,clear sky
713,Pokaran,IN,26.9167,71.9167,60.76,19,0,4.63,clear sky
714,Santa Maria Del Oro,MX,25.9333,-105.3667,67.93,31,5,9.24,clear sky
715,Linhares,BR,-19.3911,-40.0722,77.97,82,99,8.57,overcast clouds
716,Colares,PT,38.7992,-9.4469,59.9,36,9,5.01,clear sky
717,Hare Bay,CA,48.8499,-54.0148,31.35,95,100,16.93,snow
718,Opuwo,NA,-18.0607,13.84,69.75,43,100,4.25,overcast clouds
719,Ewa Beach,US,21.3156,-158.0072,80.6,53,40,10.36,scattered clouds
720,La Plata,AR,-34.9215,-57.9545,83.03,55,80,7.94,broken clouds
